"StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","DistributionChannel","UserLanguage","Consent","age","gender","residing_country","Country_other","residing_province","residing_UK","residing_Colombia","residing_Bolivia","residing_Honduras","residing_CostaRica","residing_Nepal","birth_country","Q74","education","occupation","work_location","study_location","SSS_faml","sss_fair","sss_anger","relationship_status","dependents_no","live_alone","cohabiting_adults_no","cohabiting_kids_no_1","cohabiting_kids_no_2","cohabiting_kids_no_3","homeschooling","covid_self","identity_1_midneutral","identity_2_midneutral","identity_3_midneutral","identity_4_midneutral","perceived_stress_sca_1","perceived_stress_sca_2","perceived_stress_sca_3","perceived_stress_sca_4","perceived_stress_sca_5","perceived_stress_sca_6","perceived_stress_sca_7","perceived_stress_sca_8","perceived_stress_sca_9","perceived_stress_sca_10","Scale_SLON_1","Scale_SLON_2","Scale_SLON_3","primary_stressors_1","primary_stressors_2","primary_stressors_3","primary_stressors_4","secondary_stressors__1","secondary_stressors__2","secondary_stressors__3","secondary_stressors__4","secondary_stressors__5","secondary_stressors__6","secondary_stressors__7","secondary_stressors__8","secondary_stressors__9","secondary_stressors__10","secondary_stressors__11","secondary_stressors__12","secondary_stressors__13","secondary_stressors__14","perceived_support_1_midneutral","perceived_support_2_midneutral","perceived_support_3_midneutral","attention_check","compliance_1","compliance_2","compliance_3","compliance_4","compliance_5","compliance_6","compliance_7","compliance_8","socialinfluence_nor1_1","socialinfluence_nor1_2","socialinfluence_nor1_3","socialinfluence_nor1_4","socialinfluence_nor1_5","socialinfluence_nor1_6","socialinfluence_nor1_7","socialinfluence_nor1_8","socialinfluence_nor2_1","socialinfluence_nor2_2","socialinfluence_nor2_3","socialinfluence_nor2_4","socialinfluence_nor2_5","socialinfluence_nor2_6","socialinfluence_nor2_7","socialinfluence_nor2_8","vaccine_midneutral","vaccine_attitudes_9_midneutral","vaccine_attitudes_2_midneutral","vaccine_attitudes_3_midneutral","vaccine_attitudes_4_midneutral","vaccine_attitudes_5_midneutral","vaccine_attitudes_6_midneutral","trust_1","trust_2","trust_3","trust_4","trust_5","trust_6","trust_7","X0_preamble2","X0_closing","resilience_1","resilience_2","resilience_3","resilience_4","resilience_5","resilience_6","uncertainty_1","uncertainty_2","uncertainty_3","uncertainty_4","uncertainty_5","information_acquisit_1","information_acquisit_2","information_acquisit_3","information_acquisit_4","information_acquisit_5","information_acquisit_6","information_acquisit_7","information_acquisit_7_TEXT","misperception1_1","misperception1_2","misperception2_1","misperception2_2","misperception3_1","misperception3_2","conspirational_think_1","conspirational_think_2","conspirational_think_3","conspirational_think_4","antiexpert_1","antiexpert_2","antiexpert_3","moral.values_1_midneutral","moral.values_2_midneutral","moral.values_3_midneutral","moral.values_4_midneutral","moral.values_5_midneutral","moral.values_6_midneutral","moral.values_7_midneutral","moral.values_8_midneutral","moral.values_9_midneutral","moral.values_10_midneutral","moral.values_11_midneutral","emotions_1_midneutral","emotions_2_midneutral","emotions_3_midneutral","emotions_4_midneutral","emotions_5_midneutral","emotions_6_midneutral","emotions_7_midneutral","emotions_8_midneutral","test","vaccine_0neutral","identity_1_0neutral","identity_2_0neutral","identity_3_0neutral","identity_4_0neutral","perceived_support_1_0neutral","perceived_support_2_0neutral","perceived_support_3_0neutral","vaccine_attitudes_9_0neutral","vaccine_attitudes_2_0neutral","vaccine_attitudes_3_0neutral","vaccine_attitudes_4_0neutral","vaccine_attitudes_5_0neutral","vaccine_attitudes_6_0neutral","emotions_1_0neutral","emotions_2_0neutral","emotions_3_0neutral","emotions_4_0neutral","emotions_5_0neutral","emotions_6_0neutral","emotions_7_0neutral","emotions_8_0neutral","moral.values_1_0neutral","moral.values_2_0neutral","moral.values_3_0neutral","moral.values_4_0neutral","moral.values_5_0neutral","moral.values_6_0neutral","moral.values_7_0neutral","moral.values_8_0neutral","moral.values_9_0neutral","moral.values_10_0neutral","moral.values_11_0neutral","primary_stressors_1.NAppl","primary_stressors_2.NAppl","primary_stressors_3.NAppl","primary_stressors_4.NAppl","secondary_stressors__1.NAppl","secondary_stressors__2.NAppl","secondary_stressors__3.NAppl","secondary_stressors__4.NAppl","secondary_stressors__5.NAppl","secondary_stressors__6.NAppl","secondary_stressors__7.NAppl","secondary_stressors__8.NAppl","secondary_stressors__9.NAppl","secondary_stressors__10.NAppl","secondary_stressors__11.NAppl","secondary_stressors__12.NAppl","secondary_stressors__13.NAppl","secondary_stressors__14.NAppl","compliance_1.NAppl","compliance_2.NAppl","compliance_3.NAppl","compliance_4.NAppl","compliance_5.NAppl","compliance_6.NAppl","compliance_7.NAppl","compliance_8.NAppl","socialinfluence_nor1_1.NAppl","socialinfluence_nor1_2.NAppl","socialinfluence_nor1_3.NAppl","socialinfluence_nor1_4.NAppl","socialinfluence_nor1_5.NAppl","socialinfluence_nor1_6.NAppl","socialinfluence_nor1_7.NAppl","socialinfluence_nor1_8.NAppl","socialinfluence_nor2_1.NAppl","socialinfluence_nor2_2.NAppl","socialinfluence_nor2_3.NAppl","socialinfluence_nor2_4.NAppl","socialinfluence_nor2_5.NAppl","socialinfluence_nor2_6.NAppl","socialinfluence_nor2_7.NAppl","socialinfluence_nor2_8.NAppl","PSS_10_avg","PLON_3_avg","totals","PSUP_3_0neutral_avg","totals.1","PSUP_3_midneutral_avg","VAC_6_0neutral_positive","VAC_6_0neutral_negative","VAC_6_0neutral_avg","VAC_6_midneutral_positive","VAC_6_midneutral_negative","VAC_6_midneutral_avg","RES_6_avg","UNCER_5_total"
2021-07-29 23:21:16,2021-07-29 23:49:29,"IP Address",81,1692,FALSE,2021-08-05 23:49:30,"R_1MQJBRge33vRLIT","anonymous","PT-BR","I hereby consent to take part in the study",55,"Female","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,"PhD / Doctorate","Self employed","At home",NA,5,5,6,"Single",0,"Yes",NA,NA,NA,NA,NA,"Yes",5,3,5,7,1,2,3,2,2,1,4,4,1,2,2,3,3,3,4,1,4,4,4,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,6,"Strongly agree",6,7,7,6,7,7,2,7,NA,NA,NA,6,NA,7,NA,NA,NA,7,NA,NA,NA,NA,NA,7,5,7,7,7,5,1,7,1,1,5,4,7,0,8,"Next",NA,5,2,3,2,7,5,2,2,3,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,4,6,6,6,5,6,6,6,4,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not applicable answer","Not applicable answer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,2.666667,TRUE,5.666667,TRUE,6.666667,6,2.5,5.166667,7,3,6.333333,5,3
2021-08-06 00:51:28,2021-08-06 01:23:05,"IP Address",100,1897,TRUE,2021-08-06 01:23:07,"R_3MM5gwyj8Ap3MUs","anonymous","SK","I hereby consent to take part in the study",42,"Female","Slovakia",NA,NA,NA,NA,NA,NA,NA,NA,"Slovakia",NA,"University degree (e.g., MA, MSc, BA, BSc)","Full time employed","At home",NA,4,2,5,"Married",2,"No",1,0,0,1,"The entire time","Yes",7,5,3,4,3,3,4,2,2,4,2,1,3,4,3,2,2,2,2,4,4,3,4,4,2,1,3,2,NA,NA,NA,NA,4,4,3,5,4,5,"Strongly agree",7,7,1,5,1,7,5,7,NA,NA,NA,NA,NA,NA,1,7,NA,NA,NA,6,NA,7,NA,NA,2,2,5,3,7,7,4,1,2,1,1,1,2,2,"Next","Velká zmena nastala u mna v prežívaní stresu na, stres reagujem za poslednú dobu ovela citlivejšie ako pred 2 rokmi.",3,5,3,3,3,5,3,4,2,1,3,7,7,7,4,8,10,NA,NA,NA,7,NA,1,3,NA,4,5,5,3,5,2,3,6,7,4,2,7,7,7,7,5,4,2,3,1,7,2,2,5,5,6,NA,2,6,4,3,0,4,0,4,2,4,3,6,6,0,3,1,6,2,2,4,4,5,5,6,0,2,6,6,6,6,4,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2.333333,TRUE,2.666667,TRUE,4.666667,2.25,6,1.5,3.5,7,2.666667,3.333333,2.6
2021-08-06 01:23:48,2021-08-06 01:33:20,"IP Address",100,571,TRUE,2021-08-06 01:33:20,"R_2awPGE1mL17nRFl","anonymous","SK","I hereby consent to take part in the study",65,"Female","Slovakia",NA,NA,NA,NA,NA,NA,NA,NA,"Slovakia",NA,"PhD / Doctorate","Retired",NA,NA,3,3,4,"Separated / divorced",0,"Yes",NA,NA,NA,NA,NA,"No",7,2,1,1,3,4,3,2,1,1,4,2,3,2,1,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,5,"Strongly agree",7,7,7,7,7,7,1,7,NA,NA,7,NA,7,NA,NA,NA,NA,7,NA,NA,NA,NA,1,NA,1,7,7,7,1,1,7,0,0,0,8,0,0,10,"Submit and quit","moje bezpecie ohrozuje nízka zaockovanost v krajine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,1,1,5,3,4,6,6,6,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not applicable answer","Not applicable answer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,1.333333,TRUE,4,TRUE,4.666667,6,1,5.666667,7,1,7,NA,NA
2021-08-06 01:11:33,2021-08-06 01:53:43,"IP Address",100,2530,TRUE,2021-08-06 01:53:44,"R_VVlASY4nGfwh3QR","anonymous","ES-ES","I hereby consent to take part in the study",36,"Female","Spain",NA,NA,NA,NA,NA,NA,NA,NA,"Uruguay",NA,"PhD / Doctorate","Full time employed","At my workplace (other than home)",NA,7,2,5,"Married",0,"No",1,0,0,0,NA,"No",5,4,2,2,2,2,3,2,1,2,3,1,3,2,3,3,3,2,3,3,3,4,1,3,2,0,3,3,NA,NA,NA,NA,NA,NA,0,7,7,7,"Strongly agree",7,7,7,7,7,7,5,7,NA,7,NA,NA,NA,NA,6,NA,NA,NA,NA,3,NA,6,NA,NA,5,7,7,5,4,1,7,5,5,3,8,8,6,9,"Next",NA,5,2,5,3,3,2,4,3,2,3,3,4,1,2,2,10,10,1,NA,6,NA,NA,1,NA,1,1,7,6,1,4,6,2,5,6,3,4,4,7,7,6,2,5,1,1,1,5,1,1,5,5,5,NA,4,4,0,2,2,6,6,6,6,6,4,0,1,6,1,1,4,1,1,4,4,4,4,5,3,0,0,6,6,5,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,3,TRUE,6,TRUE,7,5.5,0.5,5.5,6.5,2.5,6.166667,5,3
2021-08-06 01:58:03,2021-08-06 02:09:48,"IP Address",100,705,TRUE,2021-08-06 02:09:49,"R_1ISPBiVOFFfFqfa","anonymous","RU","I hereby consent to take part in the study",36,"Female","Kyrgyzstan",NA,NA,NA,NA,NA,NA,NA,NA,"Kyrgyzstan",NA,"University degree (e.g., MA, MSc, BA, BSc)","Self employed","At home",NA,5,5,4,"Married",0,"No",1,0,0,0,NA,"Yes",5,3,2,5,2,3,3,2,2,3,3,2,3,2,1,1,2,4,4,2,3,1,3,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,6,6,"Strongly agree",7,7,6,7,7,7,1,7,NA,7,NA,NA,NA,7,NA,NA,NA,5,NA,NA,5,NA,NA,NA,4,7,7,7,5,1,7,0,0,1,0,0,1,8,"Next",NA,5,4,3,5,3,4,3,4,2,2,2,1,1,1,1,7,7,NA,NA,5,NA,NA,1,NA,4,5,5,7,4,2,4,7,6,6,6,3,7,7,7,5,5,3,7,3,3,5,4,4,5,5,5,NA,3,4,3,2,4,5,5,5,6,6,6,4,1,6,3,3,4,0,0,4,4,4,5,5,5,3,6,6,6,4,4,3,6,NA,NA,NA,NA,NA,NA,NA,NA,"Not applicable answer","Not applicable answer","Not applicable answer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,1.333333,TRUE,5,TRUE,6,6,2.5,5.166667,7,3,6.333333,3.666667,2.6
2021-08-06 01:31:33,2021-08-06 02:12:10,"IP Address",100,2437,TRUE,2021-08-06 02:12:11,"R_2R2ph1uD7AtDYYR","anonymous","EN","I hereby consent to take part in the study",34,"Male","South Africa",NA,NA,NA,NA,NA,NA,NA,NA,"South Africa",NA,"University degree (e.g., MA, MSc, BA, BSc)","Full time employed","At my workplace (other than home)",NA,8,6,2,"Married",3,"No",1,2,0,0,"Not at all","No",7,6,5,6,2,2,1,3,3,1,3,3,2,1,0,0,0,4,4,3,3,0,0,1,0,0,0,0,NA,NA,NA,NA,0,0,1,6,6,6,"Strongly agree",7,7,6,7,5,5,5,7,NA,NA,NA,5,NA,7,NA,NA,NA,7,NA,NA,6,NA,NA,NA,5,3,7,5,2,3,6,3,2,2,5,6,2,7,"Submit and quit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,5,4,5,5,5,5,3,6,4,2,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,0,TRUE,5,TRUE,6,4.5,2.5,4.166667,5.25,2.5,5.333333,NA,NA
2021-08-06 01:57:50,2021-08-06 02:17:34,"IP Address",100,1183,TRUE,2021-08-06 02:17:34,"R_2dYNl29rXMdG8iA","anonymous","FI","I hereby consent to take part in the study",57,"Female","Finland",NA,NA,NA,NA,NA,NA,NA,NA,"Finland",NA,"University degree (e.g., MA, MSc, BA, BSc)","Full time employed","At home",NA,8,5,1,"Married",1,"No",1,0,0,0,NA,"No",7,6,6,7,0,1,2,4,3,1,3,4,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,7,7,6,"Strongly agree",7,6,5,5,3,NA,6,6,NA,6,NA,NA,NA,NA,NA,5,NA,5,NA,NA,NA,NA,NA,5,5,7,7,7,2,1,7,10,10,10,9,9,9,10,"Next",NA,3,2,5,2,6,2,2,1,1,1,1,10,10,3,7,7,10,10,NA,NA,7,3,NA,NA,1,1,1,1,1,1,1,1,6,6,6,6,7,7,5,6,6,4,2,2,1,7,2,2,5,5,5,NA,4,6,5,5,6,6,6,5,6,6,6,2,1,6,2,1,6,2,2,4,4,4,5,5,5,5,6,6,4,5,5,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not applicable answer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,0,TRUE,5.666667,TRUE,6.666667,6,1.5,5.5,7,1.5,6.833333,5.333333,1.2
2021-08-06 02:03:53,2021-08-06 02:21:48,"IP Address",100,1074,TRUE,2021-08-06 02:21:49,"R_2zZwCDUvqWtLLRO","anonymous","SK","I hereby consent to take part in the study",46,"Female","Slovakia",NA,NA,NA,NA,NA,NA,NA,NA,"Slovakia",NA,"Up to 12 years of school","Full time employed","At my workplace (other than home)",NA,4,3,4,"Dating",1,"No",1,0,0,0,NA,"No",6,6,2,2,2,2,3,2,2,1,2,2,2,2,3,1,3,3,4,4,4,2,4,4,2,1,3,3,NA,NA,NA,NA,NA,NA,1,5,5,5,"Strongly agree",7,7,1,7,7,7,6,7,NA,NA,1,NA,NA,7,NA,NA,NA,NA,1,NA,NA,NA,NA,7,4,7,7,7,5,1,7,2,0,0,0,0,0,10,"Next",NA,5,6,5,5,5,4,3,2,3,3,4,10,1,1,10,10,8,1,NA,1,NA,5,NA,NA,1,1,1,1,1,4,1,1,7,7,1,7,7,7,7,7,1,1,1,7,1,7,7,7,7,7,7,NA,3,5,5,2,2,4,4,4,6,6,6,4,1,6,6,1,6,6,6,6,6,6,6,6,1,6,6,6,6,6,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2.333333,TRUE,4,TRUE,5,6,2.5,5.166667,7,3,6.333333,4,3
2021-08-06 01:04:18,2021-08-06 02:35:21,"IP Address",100,5462,TRUE,2021-08-06 02:35:22,"R_3GBUHjMrnnAfSIA","anonymous","UK","I hereby consent to take part in the study",30,"Female","Ukraine",NA,NA,NA,NA,NA,NA,NA,NA,"Ukraine",NA,"University degree (e.g., MA, MSc, BA, BSc)","Full time employed","At my workplace (other than home)",NA,7,4,2,"Cohabitating",0,"No",1,0,0,0,NA,"Yes",4,5,6,7,2,2,3,2,3,3,2,2,1,2,2,2,2,1,2,1,0,1,0,1,3,0,1,NA,NA,NA,NA,NA,NA,NA,0,6,6,7,"Strongly agree",6,7,3,5,5,7,5,5,NA,NA,NA,6,NA,7,NA,NA,NA,NA,1,NA,NA,NA,7,NA,5,7,7,6,2,2,7,3,3,5,5,9,4,8,"Next",NA,4,4,4,5,4,2,4,2,3,1,1,10,10,8,7,7,7,NA,NA,6,NA,1,NA,NA,1,2,5,2,1,4,1,4,7,7,6,3,2,7,5,7,2,2,1,4,1,6,5,4,5,5,5,NA,4,0,4,5,6,5,5,6,6,6,5,2,2,6,0,1,5,4,0,4,4,4,6,6,5,3,2,6,4,6,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not applicable answer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,TRUE,5.333333,TRUE,6.333333,5.75,2,5.166667,6.75,2,6.5,4.166667,2.2
2021-07-30 02:45:45,2021-07-30 02:53:59,"IP Address",67,494,FALSE,2021-08-06 02:54:00,"R_czEq1MaTfmYNutX","anonymous","CS","I hereby consent to take part in the study",31,"Female","Czech Republic",NA,NA,NA,NA,NA,NA,NA,NA,"Czech Republic",NA,"University degree (e.g., MA, MSc, BA, BSc)","Full time employed","At my workplace (other than home)",NA,6,6,3,"Cohabitating",0,"No",1,0,0,0,NA,"No",4,4,2,3,3,2,4,2,2,4,1,2,2,3,3,1,1,4,4,0,2,2,0,2,0,0,0,2,NA,NA,NA,NA,NA,NA,1,6,7,7,"Strongly agree",7,7,4,3,6,3,6,7,NA,NA,NA,NA,NA,NA,5,5,NA,7,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,3,5,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,1.666667,TRUE,5.666667,TRUE,6.666667,NA,NA,NA,NA,NA,NA,NA,NA
2021-07-30 02:02:40,2021-07-30 02:58:37,"IP Address",93,3356,FALSE,2021-08-06 02:58:38,"R_1CmsPILQqA6UphO","anonymous","RU","I hereby consent to take part in the study",36,"Female","Kyrgyzstan",NA,NA,NA,NA,NA,NA,NA,NA,"Kyrgyzstan",NA,"Up to 12 years of school","Part time employed","At my workplace (other than home)",NA,6,2,3,"Married",1,"Yes",NA,NA,NA,NA,NA,"Don't know",2,2,2,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,4,4,7,"Strongly agree",7,7,7,2,3,6,7,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,2,1,3,7,7,2,0,0,0,4,7,NA,NA,"Next",NA,7,2,3,2,6,3,3,5,2,5,1,1,10,10,10,8,1,NA,NA,NA,7,NA,2,6,NA,7,6,5,7,7,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,NA,0,0,6,2,1,3,6,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,TRUE,2,TRUE,5,2,6,1.333333,2,7,1.666667,5.5,3.2
2021-08-06 03:21:12,2021-08-06 03:40:20,"IP Address",100,1148,TRUE,2021-08-06 03:40:22,"R_2CJu1e8YIoOdY2j","anonymous","NO","I hereby consent to take part in the study",26,"Female","Norway",NA,NA,NA,NA,NA,NA,NA,NA,"Norway",NA,"University degree (e.g., MA, MSc, BA, BSc)","Full time employed","At my workplace (other than home)",NA,6,4,2,"Cohabitating",0,"No",1,0,0,0,NA,"No",5,5,5,5,1,1,2,3,3,2,2,2,2,1,1,2,1,0,0,0,0,0,0,2,1,1,0,0,NA,NA,NA,NA,NA,NA,0,5,6,5,"Strongly agree",6,5,1,5,3,NA,6,3,NA,NA,NA,NA,2,NA,7,NA,7,NA,NA,NA,NA,NA,NA,3,5,7,7,7,5,3,7,7,9,7,8,7,6,9,"Next",NA,6,2,6,2,6,2,4,4,2,2,2,6,6,3,3,3,3,1,NA,NA,6,1,NA,NA,1,1,5,1,2,1,1,2,6,6,5,4,6,6,6,6,4,2,2,2,2,4,2,2,5,5,5,NA,4,4,4,4,4,4,5,4,6,6,6,4,3,6,2,2,0,2,2,4,4,4,5,5,4,0,5,5,5,5,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not applicable answer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,1.333333,TRUE,4.333333,TRUE,5.333333,6,3.5,4.833333,7,4,6,6,2.8
2021-08-06 03:27:38,2021-08-06 03:53:50,"IP Address",100,1572,TRUE,2021-08-06 03:53:51,"R_1kHXz2PFTBjtDNf","anonymous","RU","I hereby consent to take part in the study",42,"Female","Kazakhstan",NA,NA,NA,NA,NA,NA,NA,NA,"Kazakhstan",NA,"University degree (e.g., MA, MSc, BA, BSc)","Part time employed","At home",NA,6,5,2,"Married",3,"No",0,1,0,0,"Click to write Choice 5","Yes",6,6,6,5,3,3,4,2,3,4,2,1,3,3,3,2,3,4,4,3,4,2,4,4,1,1,3,3,NA,NA,NA,NA,4,3,1,6,5,6,"Strongly agree",7,7,5,7,6,7,7,6,7,NA,NA,NA,6,NA,NA,NA,NA,7,7,NA,NA,NA,NA,NA,5,7,2,6,4,2,7,0,2,1,3,10,1,1,"Next",NA,3,3,5,5,3,3,2,4,1,2,3,7,9,10,3,8,6,NA,NA,NA,6,6,NA,5,NA,6,6,7,5,5,6,6,6,6,6,4,7,7,7,7,2,5,5,5,2,6,6,7,6,7,6,NA,4,5,5,5,4,5,4,5,6,2,5,0,2,6,4,2,5,5,6,5,6,5,5,5,5,0,6,6,6,6,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,2.666667,TRUE,4.666667,TRUE,5.666667,4.75,1,4.833333,5.5,3,5.333333,4,2.4
2021-08-06 03:25:05,2021-08-06 03:54:23,"IP Address",100,1758,TRUE,2021-08-06 03:54:24,"R_8qqNnvpY5L2wAut","anonymous","NO","I hereby consent to take part in the study",48,"Female","Norway",NA,NA,NA,NA,NA,NA,NA,NA,"Norway",NA,"Some University or equivalent 
(still ongoing, or completed a module or more, but did not graduate)","Student",NA,"At home",3,2,6,"Separated / divorced",0,"Yes",NA,NA,NA,NA,NA,"Yes",5,2,5,6,0,2,2,3,1,1,1,3,2,2,4,4,4,2,2,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,5,"Strongly agree",7,7,3,5,7,7,2,6,NA,NA,4,NA,NA,7,NA,NA,NA,NA,NA,NA,7,7,NA,NA,5,7,7,7,3,5,7,9,9,7,9,8,9,9,"Next",NA,6,1,7,1,7,2,2,2,1,1,5,10,10,2,1,2,3,1,NA,NA,7,NA,1,NA,1,1,NA,1,1,1,1,1,6,7,6,6,5,7,7,7,1,1,1,6,1,3,2,6,2,5,5,NA,4,4,2,4,5,3,5,4,6,6,6,3,4,6,5,1,3,2,5,2,4,4,5,6,5,5,4,6,6,6,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,4,TRUE,4,TRUE,4.666667,6,3.5,4.833333,7,4,6,6.666667,2.2
